Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.)
USP36,ubiquitin specific peptidase 36,57602,17,-0.06116,5.956,0.253,0.6833
NA,NA,NA,NA,-0.07084,-6.252,0.3843,0.799
PDCD7,programmed cell death 7,10081,15,-0.05202,4.128,0.3231,0.7532
GRSF1,G-rich RNA sequence binding factor 1,2926,4,0.07609,6.253,0.246,0.6745
C5orf38,chromosome 5 open reading frame 38,153571,5,0.1069,-4.83,0.6987,0.9094
OR10A7,olfactory receptor family 10 subfamily A member 7,121364,12,-0.1322,-5.663,0.465,0.8476
CTDP1,CTD phosphatase subunit 1,9150,18,0.06493,5.839,0.2563,0.6867
CDC42EP3,CDC42 effector protein 3,10602,2,-0.092,2.574,0.4515,0.8408
ZNF844,zinc finger protein 844,284391,19,-0.09597,4.385,0.3088,0.7421
NA,NA,NA,NA,-0.08329,-6.126,0.3951,0.8064
OR7A10,olfactory receptor family 7 subfamily A member 10,390892,19,0.07587,-6.229,0.386,0.8
GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",26330,19,-0.1164,-5.826,0.4366,0.8333
DDX39B,DEAD-box helicase 39B,7919,6,-0.01896,-4.529,0.9009,0.9686
TBC1D26,TBC1 domain family member 26,353149,17,-0.08516,-4.997,0.6386,0.8833
NA,NA,NA,NA,-0.06707,-6.255,0.3852,0.7991
SBK3,SH3 domain binding kinase family member 3,100130827,19,-0.09833,-5.046,0.6266,0.8781
MZB1,marginal zone B and B1 cell specific protein,51237,5,0.05898,0.6755,0.8689,0.9602
ZNF99,zinc finger protein 99,7652,19,-0.05805,0.7308,0.8446,0.9532
MIR196A2,microRNA 196a-2,406973,12,-0.06646,-6.255,0.385,0.7991
RMDN2-AS1,RMDN2 antisense RNA 1,101410544,2,-0.07408,-6.21,0.3883,0.8019
ELP3,elongator acetyltransferase complex subunit 3,55140,8,-0.07354,5.835,0.2571,0.6872
ZDHHC14,zinc finger DHHC-type containing 14,79683,6,-0.06963,2.315,0.4875,0.8529
NA,NA,NA,NA,-0.06746,-6.234,0.3867,0.8007
RPE,ribulose-5-phosphate-3-epimerase,6120,2,0.06455,5.924,0.2547,0.685
RPL3L,ribosomal protein L3 like,6123,16,-0.1269,-5.76,0.4528,0.8416
ANKFY1,ankyrin repeat and FYVE domain containing 1,51479,17,0.06353,5.912,0.2549,0.685
LOC101929726,uncharacterized LOC101929726,101929726,6,-0.06736,-6.253,0.385,0.7991
PROSER2,proline and serine rich 2,254427,10,-0.06529,1.202,0.6849,0.9035
YY2,YY2 transcription factor,404281,X,-0.03004,1.188,0.6959,0.9089
NA,NA,NA,NA,0.00518,0.6516,0.9646,0.9894
NUMBL,numb homolog (Drosophila)-like,9253,19,-0.0824,3.564,0.3613,0.7827
NA,NA,NA,NA,-0.06767,-6.255,0.3851,0.7991
APOC1,apolipoprotein C-I,341,19,0.1851,3.761,0.342,0.7678
LOC101927079,uncharacterized LOC101927079,101927079,15,-0.06607,-6.229,0.3871,0.8008
T,T brachyury transcription factor,6862,6,0.1138,-5.652,0.4853,0.8529
SNHG18,small nucleolar RNA host gene 18,100505806,5,-0.04119,-4.655,0.8234,0.9488
BPIFB3,BPI fold containing family B member 3,359710,20,-0.09106,-6.058,0.4046,0.813
NA,NA,NA,NA,-0.07199,-6.195,0.3926,0.8048
SPATS1,spermatogenesis associated serine rich 1,221409,6,-0.09505,-4.958,0.6423,0.8853
FOXL2NB,FOXL2 neighbor,401089,3,0.01515,-4.596,0.952,0.9863
MOB4,"MOB family member 4, phocein",25843,2,-0.02072,0.7689,0.8375,0.9519
ST8SIA1,"ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 1",6489,12,0.01273,0.6389,0.9507,0.986
BTBD16,BTB domain containing 16,118663,10,-0.2266,1.767,0.5858,0.8647
ZNF793-AS1,ZNF793 antisense RNA 1 (head to head),101927720,19,0.07476,-6.084,0.4035,0.8124
CYP2C8,cytochrome P450 family 2 subfamily C member 8,1558,10,0.02447,0.6155,0.9259,0.9779
SAMD10,sterile alpha motif domain containing 10,140700,20,-0.01194,0.6917,0.9305,0.98
NA,NA,NA,NA,-0.06418,-6.25,0.3875,0.8012
LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing,220074,11,0.07022,2.857,0.4229,0.8266
C1QTNF9,C1q and tumor necrosis factor related protein 9,338872,13,-0.101,-5.115,0.5978,0.8671
ARRDC1-AS1,ARRDC1 antisense RNA 1,85026,9,-0.009073,0.658,0.9202,0.9749
OR5K3,olfactory receptor family 5 subfamily K member 3,403277,3,-0.1121,-5.941,0.4149,0.8202
NA,NA,NA,NA,0.06662,3.221,0.3882,0.8019
LOC101927132,uncharacterized LOC101927132,101927132,16,-0.06717,-6.255,0.3864,0.8005
SPG11,spastic paraplegia 11 (autosomal recessive),80208,15,-0.07305,8.93,0.1935,0.6097
ZNF648,zinc finger protein 648,127665,1,0.01093,-4.481,0.9659,0.9894
REEP3,receptor accessory protein 3,221035,10,-0.09301,6.094,0.2509,0.681
EDN1,endothelin 1,1906,6,-0.1273,2.589,0.4549,0.8426
TRDMT1,tRNA aspartic acid methyltransferase 1,1787,10,-0.06375,1.883,0.5577,0.8529
PDZK1IP1,PDZK1 interacting protein 1,10158,1,-0.1486,1.189,0.6974,0.9092
SLC2A8,solute carrier family 2 member 8,29988,9,0.07464,2.519,0.464,0.8467
HEATR5A,HEAT repeat containing 5A,25938,14,-0.07045,6.288,0.2462,0.6747
UBA5,ubiquitin like modifier activating enzyme 5,79876,3,0.06048,5.796,0.2593,0.6897
OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene,100506759,13,0.0835,-6.157,0.3964,0.8073
AMPH,amphiphysin,273,7,0.1029,1.398,0.6366,0.8825
TEX37,testis expressed 37,200523,2,0.1193,-5.916,0.4276,0.8299
CCDC185,coiled-coil domain containing 185,164127,1,-0.096,-5.098,0.6013,0.8671
NA,NA,NA,NA,0.01675,-4.516,0.9264,0.9781
CCDC97,coiled-coil domain containing 97,90324,19,0.0549,3.14,0.3962,0.8072
HARBI1,harbinger transposase derived 1,283254,11,0.03589,1.413,0.647,0.8872
SENP3,SUMO1/sentrin/SMT3 specific peptidase 3,26168,17,0.04405,1.838,0.5653,0.8558
NA,NA,NA,NA,-0.06537,-6.255,0.3874,0.8012
TMEM105,transmembrane protein 105,284186,17,0.006518,-4.523,0.9766,0.9931
SAMD3,sterile alpha motif domain containing 3,154075,6,-0.04313,0.8043,0.8426,0.9529
MATN1,"matrilin 1, cartilage matrix protein",4146,1,-0.05637,-4.737,0.7515,0.9283
LOC101928994,uncharacterized LOC101928994,101928994,10,-0.06538,-6.255,0.3872,0.8009
CASC11,cancer susceptibility candidate 11 (non-protein coding),100270680,8,-0.06535,-6.253,0.3879,0.8016
RPL26L1,ribosomal protein L26 like 1,51121,5,-0.01918,0.875,0.8057,0.9442
NA,NA,NA,NA,-0.08189,-6.024,0.4088,0.8165
NA,NA,NA,NA,-0.06604,-6.234,0.3902,0.8034
PRRT2,proline rich transmembrane protein 2,112476,16,-0.004952,0.6288,0.9733,0.992
ZNF688,zinc finger protein 688,146542,16,-0.01291,0.7887,0.8577,0.9571
KCNC2,potassium voltage-gated channel subfamily C member 2,3747,12,0.1089,-5.946,0.4222,0.8265
NA,NA,NA,NA,0.09245,-5.454,0.5125,0.8529
SYT14P1,synaptotagmin 14 pseudogene 1,401135,4,-0.1456,-5.282,0.5427,0.8529
NXF4,nuclear RNA export factor 4 pseudogene,55999,X,0.08702,-6.061,0.4067,0.8148
PCP4L1,Purkinje cell protein 4 like 1,654790,1,-0.07857,0.8853,0.8379,0.952
SPACA6P-AS,SPACA6P antisense RNA,102238594,19,-0.09609,-5.907,0.4237,0.8274
MIR569,microRNA 569,693154,3,-0.06586,-6.255,0.3878,0.8015
NA,NA,NA,NA,-0.06469,-6.253,0.388,0.8016
PPP1R16B,protein phosphatase 1 regulatory subunit 16B,26051,20,-0.1172,2.214,0.5075,0.8529
NA,NA,NA,NA,-0.07218,-6.226,0.3913,0.8043
GBP6,guanylate binding protein family member 6,163351,1,-0.09188,0.9943,0.7849,0.9377
NA,NA,NA,NA,-0.0869,-5.897,0.4252,0.8283
CDH22,cadherin 22,64405,20,-0.1219,-5.087,0.6179,0.8744
NA,NA,NA,NA,-0.06474,-6.253,0.3883,0.8019
FAM179B,family with sequence similarity 179 member B,23116,14,-0.07787,5.843,0.2591,0.6897
NA,NA,NA,NA,-0.06702,-4.872,0.7361,0.9229
HHIP,hedgehog interacting protein,64399,4,0.01546,0.6041,0.9658,0.9894
LINC00905,long intergenic non-protein coding RNA 905,148231,19,-0.07932,-6.174,0.395,0.8064
NA,NA,NA,NA,0.1074,-5.966,0.4216,0.8264
KLK15,kallikrein related peptidase 15,55554,19,-0.07671,-6.145,0.3993,0.8097
ABCD2,ATP binding cassette subfamily D member 2,225,12,0.02874,0.734,0.8982,0.9677
SPATA3,spermatogenesis associated 3,130560,2,-0.08202,-6.159,0.3969,0.8074
PNISR,PNN-interacting serine/arginine-rich protein,25957,6,-0.08376,7.29,0.2244,0.649
HEATR6,HEAT repeat containing 6,63897,17,0.05802,4.804,0.2943,0.7268
LOC101929775,C-Jun-amino-terminal kinase-interacting protein 1-like,101929775,17,-0.07139,-6.229,0.3911,0.8043
LINC00462,long intergenic non-protein coding RNA 462,100129597,13,-0.06497,-6.255,0.3889,0.8023
NAT2,N-acetyltransferase 2 (arylamine N-acetyltransferase),10,8,-0.04827,-4.631,0.8292,0.9493
CLEC1B,C-type lectin domain family 1 member B,51266,12,-0.1244,-5.298,0.5622,0.854
METTL21B,methyltransferase like 21B,25895,12,-0.01122,0.7754,0.8741,0.9616
SIGLEC14,sialic acid binding Ig like lectin 14,100049587,19,0.04109,0.84,0.8821,0.9642
ARHGEF16,Rho guanine nucleotide exchange factor 16,27237,1,0.1337,2.977,0.4113,0.8179
PBX4,pre-B-cell leukemia homeobox 4,80714,19,-0.03813,1.028,0.7682,0.9334
SCARNA11,small Cajal body-specific RNA 11,677780,12,-0.05267,1.127,0.7361,0.9229
DES,desmin,1674,2,-0.4821,5.659,0.267,0.6985
DBNDD2,dysbindin (dystrobrevin binding protein 1) domain containing 2,55861,20,-0.01721,0.7154,0.8948,0.9663
NGB,neuroglobin,58157,14,0.1124,-5.033,0.6523,0.8892
MYH1,"myosin, heavy chain 1, skeletal muscle, adult",4619,17,-0.1692,-5.009,0.6305,0.8799
NEBL-AS1,NEBL antisense RNA 1,100128511,10,-0.06512,-6.255,0.3905,0.8037
OR4C46,olfactory receptor family 4 subfamily C member 46,119749,11,0.08956,-6.136,0.4014,0.8111
MAP2K4,mitogen-activated protein kinase kinase 4,6416,17,0.06763,4.517,0.3075,0.741
NA,NA,NA,NA,-0.09055,-5.091,0.6097,0.8702
AADAT,aminoadipate aminotransferase,51166,4,0.1449,3.971,0.3369,0.7639
SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,92369,3,-0.09865,-5.125,0.6084,0.8699
SNN,stannin,8303,16,0.01265,0.7802,0.9039,0.9693
LINC00938,long intergenic non-protein coding RNA 938,400027,12,0.02771,1.199,0.708,0.9135
CATIP,ciliogenesis associated TTC17 interacting protein,375307,2,-0.04673,-4.701,0.8242,0.9491
TJP3,tight junction protein 3,27134,19,0.2212,3.542,0.3666,0.787
C15orf53,chromosome 15 open reading frame 53,400359,15,-0.01916,-4.559,0.9174,0.9744
SNORD115-32,"small nucleolar RNA, C/D box 115-32",100033806,15,-0.1184,-5.306,0.5718,0.8584
IMPAD1,inositol monophosphatase domain containing 1,54928,8,0.07204,6.073,0.2537,0.6837
NA,NA,NA,NA,-0.08866,-6.033,0.4123,0.8185
COX10-AS1,COX10 antisense RNA 1,100874058,17,-0.02124,-4.601,0.8949,0.9664
SERF1A,small EDRK-rich factor 1A (telomeric),8293,5,0.08967,-6.002,0.4169,0.8221
DLGAP2,discs large homolog associated protein 2,9228,8,0.001452,-4.57,0.9951,0.9988
OR8S1,olfactory receptor family 8 subfamily S member 1,341568,12,0.06532,-4.596,0.8193,0.9475
CDK18,cyclin-dependent kinase 18,5129,1,-0.121,4.055,0.3337,0.7617
AARSD1,alanyl-tRNA synthetase domain containing 1,80755,17,0.01816,0.7685,0.8675,0.9602
LOXHD1,lipoxygenase homology domains 1,125336,18,-0.03013,0.7572,0.8915,0.9652
SNORD74,"small nucleolar RNA, C/D box 74",619498,1,0.05655,-4.72,0.7771,0.9364
LOC101928143,uncharacterized LOC101928143,101928143,14,-0.07034,-6.202,0.3953,0.8068
HDAC11-AS1,HDAC11 antisense RNA 1,100874101,3,-0.0642,-6.255,0.3905,0.8037
JAK3,Janus kinase 3,3718,19,-0.1706,4.898,0.2927,0.7245
RAP2C,"RAP2C, member of RAS oncogene family",57826,X,-0.04354,2.429,0.4794,0.8529
NA,NA,NA,NA,-0.0728,-6.23,0.3925,0.8046
LVCAT1,liver cancer-associated transcript 1,100506827,4,0.07287,-6.225,0.3941,0.8063
MRPL27,mitochondrial ribosomal protein L27,51264,17,0.0672,3.712,0.3534,0.7773
LINC00221,long intergenic non-protein coding RNA 221,338005,14,0.07272,-6.165,0.399,0.8093
NA,NA,NA,NA,-0.07173,-6.224,0.3936,0.8058
CD247,CD247 molecule,919,1,0.1251,2.013,0.5437,0.8529
UBE2Q2,ubiquitin conjugating enzyme E2Q family member 2,92912,15,-0.08426,6.007,0.2552,0.6852
SLC7A1,solute carrier family 7 member 1,6541,13,0.1173,5.166,0.2802,0.7128
NA,NA,NA,NA,-0.06433,-6.255,0.3921,0.8043
SPIRE1,spire type actin nucleation factor 1,56907,18,-0.1472,4.433,0.3141,0.7462
LYSMD2,LysM domain containing 2,256586,15,-0.04712,1.675,0.6031,0.8677
ROBO1,roundabout guidance receptor 1,6091,3,-0.1794,6.176,0.2489,0.6785
NA,NA,NA,NA,-0.08225,-6.148,0.3999,0.8097
PAX1,paired box 1,5075,20,0.1466,-5.288,0.5707,0.8583
CYTB,cytochrome b,4519,MT,0.1308,4.46,0.3113,0.7437
BMP7,bone morphogenetic protein 7,655,20,-0.2546,2.546,0.4637,0.8467
LINC00211,long intergenic non-protein coding RNA 211,101929559,2,-0.06417,-6.255,0.3911,0.8043
ORAI2,ORAI calcium release-activated calcium modulator 2,80228,7,-0.06049,2.187,0.5165,0.8529
MYZAP,myocardial zonula adherens protein,100820829,15,-0.04713,-4.636,0.8053,0.9439
ZNF432,zinc finger protein 432,9668,19,-0.1771,4.396,0.3157,0.747
RPL19,ribosomal protein L19,6143,17,-0.09851,9.588,0.1854,0.5984
STRC,stereocilin,161497,15,0.04229,0.8985,0.8198,0.9476
MZT2A,mitotic spindle organizing protein 2A,653784,2,0.06777,2.353,0.4952,0.8529
H2AFY,H2A histone family member Y,9555,5,0.07634,7,0.2318,0.6569
CDH9,cadherin 9,1007,5,-0.133,-5.224,0.587,0.8653
ARL13B,ADP ribosylation factor like GTPase 13B,200894,3,0.08184,4.453,0.3121,0.7446
ABCA3,ATP binding cassette subfamily A member 3,21,16,0.193,4.292,0.3208,0.7507
NA,NA,NA,NA,-0.06863,-6.253,0.392,0.8043
UROS,uroporphyrinogen III synthase,7390,10,0.06966,5.491,0.2714,0.7034
NA,NA,NA,NA,-0.07483,-6.198,0.3974,0.8076
OR8D4,olfactory receptor family 8 subfamily D member 4,338662,11,-0.1153,-5.903,0.4355,0.833
URGCP-MRPS24,URGCP-MRPS24 readthrough,100534592,7,0.0886,-5.876,0.4347,0.8329
LAT,linker for activation of T-cells,27040,16,-0.03544,1.118,0.7464,0.9263
CFAP206,cilia and flagella associated protein 206,154313,6,-0.009679,0.7034,0.9448,0.984
NA,NA,NA,NA,-0.06459,-6.255,0.3925,0.8047
ECI1,enoyl-CoA delta isomerase 1,1632,16,0.0767,4.37,0.3157,0.747
CENPV,centromere protein V,201161,17,0.01237,0.6946,0.9538,0.9868
GAK,cyclin G associated kinase,2580,4,0.06477,6.011,0.2566,0.6869
MLLT11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",10962,1,0.07759,1.363,0.6709,0.8973
LOC100134822,uncharacterized LOC100134822,100134822,1,-0.06597,-6.255,0.3919,0.8043
LYSMD3,LysM domain containing 3,116068,5,-0.06843,4.288,0.3202,0.7501
OR10H2,olfactory receptor family 10 subfamily H member 2,26538,19,-0.1123,-5.299,0.5431,0.8529
MROH8,maestro heat like repeat family member 8,140699,20,-0.008759,0.7502,0.939,0.9823
TRAF2,TNF receptor associated factor 2,7186,9,0.09128,4.28,0.3201,0.7501
FLJ41941,uncharacterized LOC100192420,100192420,22,-0.06797,-6.255,0.3921,0.8043
EDRF1-AS1,EDRF1 antisense RNA 1,101927983,10,-0.06416,-6.255,0.3922,0.8043
ITK,IL2 inducible T-cell kinase,3702,5,-0.222,3.642,0.3629,0.784
C2orf73,chromosome 2 open reading frame 73,129852,2,0.07405,-4.975,0.6708,0.8973
OR4E2,olfactory receptor family 4 subfamily E member 2,26686,14,-0.08396,-6.151,0.4017,0.8112
STK4-AS1,STK4 antisense RNA 1 (head to head),100505826,20,-0.06758,-6.21,0.3961,0.8071
GPN2,GPN-loop GTPase 2,54707,1,0.05675,3.068,0.4099,0.8172
SLC15A4,solute carrier family 15 member 4,121260,12,-0.06181,3.845,0.3479,0.7731
N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),29104,21,-0.02647,1.022,0.7757,0.9364
TRMT5,tRNA methyltransferase 5,57570,14,-0.05973,3.996,0.3383,0.765
NA,NA,NA,NA,-0.09143,-5.896,0.4332,0.8329
NA,NA,NA,NA,-0.09102,-5.418,0.5207,0.8529
ZNF326,zinc finger protein 326,284695,1,0.08003,6.14,0.2531,0.6833
ZNF831,zinc finger protein 831,128611,20,-0.04933,0.8675,0.8516,0.9557
MLN,motilin,4295,6,-0.06745,-6.252,0.3939,0.8061
G6PD,glucose-6-phosphate dehydrogenase,2539,X,0.1361,5.44,0.274,0.7056
VWA8-AS1,VWA8 antisense RNA 1 (head to head),100507240,13,-0.06774,-6.2,0.3977,0.8078
CD27,CD27 molecule,939,12,0.06484,0.9366,0.8145,0.9465
CDH26,cadherin 26,60437,20,-0.2729,4.167,0.3351,0.7626
LINC00994,long intergenic non-protein coding RNA 994,100287879,3,-0.06781,-6.234,0.3968,0.8074
ALS2CR12,amyotrophic lateral sclerosis 2 chromosome region candidate 12,130540,2,-0.02028,0.8395,0.8515,0.9556
FMR1-AS1,FMR1 antisense RNA 1,100126270,X,0.1011,-5.972,0.4264,0.8293
FAM213B,family with sequence similarity 213 member B,127281,1,-0.02565,0.9293,0.8319,0.9497
PATL2,protein associated with topoisomerase II homolog 2 (yeast),197135,15,0.03302,0.8588,0.8447,0.9532
PAX9,paired box 9,5083,14,0.1042,1.262,0.7128,0.9153
LINC01591,long intergenic non-protein coding RNA 1591,286094,8,0.09091,-6.125,0.4046,0.813
KHNYN,KH and NYN domain containing,23351,14,-0.0695,5.525,0.272,0.704
OR10G2,olfactory receptor family 10 subfamily G member 2,26534,14,-0.07148,-6.207,0.3971,0.8075
NA,NA,NA,NA,-0.04993,1.555,0.6332,0.8809
NA,NA,NA,NA,-0.06706,-6.255,0.3945,0.8064
RHEB,Ras homolog enriched in brain,6009,7,0.08348,4.583,0.3068,0.7403
VPS41,"VPS41, HOPS complex subunit",27072,7,0.05822,7.083,0.2316,0.6568
BIN2,bridging integrator 2,51411,12,-0.1753,4.018,0.338,0.765
NA,NA,NA,NA,-0.06308,-6.253,0.3938,0.8061
CLDN19,claudin 19,149461,1,-0.0939,-4.804,0.7421,0.9247
NA,NA,NA,NA,0.09775,-5.629,0.487,0.8529
NXNL2,nucleoredoxin-like 2,158046,9,-0.04841,-4.769,0.7923,0.9394
TBL2,transducin (beta)-like 2,26608,7,0.07186,4.191,0.3261,0.7559
CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,51142,7,0.07132,5.23,0.2815,0.7139
F13B,coagulation factor XIII B chain,2165,1,0.04591,-4.703,0.8621,0.9585
CCDC192,coiled-coil domain containing 192,728586,5,-0.0638,-6.253,0.3941,0.8063
FAM186A,family with sequence similarity 186 member A,121006,12,0.0974,-5.202,0.5883,0.8663
SIRT6,sirtuin 6,51548,19,0.02411,1.178,0.7283,0.9205
NA,NA,NA,NA,-0.06373,-6.255,0.394,0.8062
RAB8B,"RAB8B, member RAS oncogene family",51762,15,-0.08117,4.715,0.3018,0.735
NA,NA,NA,NA,-0.06485,-6.255,0.394,0.8062
CMTM5,CKLF like MARVEL transmembrane domain containing 5,116173,14,-0.0919,-5.123,0.6118,0.8713
CARF,calcium responsive transcription factor,79800,2,-0.08355,4.577,0.308,0.7416
NCF1,neutrophil cytosolic factor 1,653361,7,0.07759,1.224,0.7202,0.9182
BAD,BCL2 associated agonist of cell death,572,11,-0.03401,1.455,0.6559,0.8908
SNORD36C,"small nucleolar RNA, C/D box 36C",26813,9,0.05514,-4.761,0.7897,0.9386
S100PBP,S100P binding protein,64766,1,0.05631,5.039,0.2887,0.7209
HAVCR1P1,hepatitis A virus cellular receptor 1 pseudogene 1,100101266,19,-0.1435,-5.443,0.5171,0.8529
LOC101929325,uncharacterized LOC101929325,101929325,1,-0.06471,-6.255,0.3943,0.8064
RIC3,RIC3 acetylcholine receptor chaperone,79608,11,0.1056,1.418,0.6774,0.9002
LIPT1,lipoyltransferase 1,51601,2,0.04022,2.137,0.5238,0.8529
LOC730338,uncharacterized LOC730338,730338,7,-0.09727,-5.224,0.5613,0.8537
AMIGO1,adhesion molecule with Ig-like domain 1,57463,1,0.01516,0.779,0.9128,0.9731
MZF1-AS1,MZF1 antisense RNA 1,100131691,19,0.03631,-4.695,0.8267,0.9491
LOC284798,uncharacterized LOC284798,284798,20,-0.0642,-6.255,0.3946,0.8064
NMNAT1,nicotinamide nucleotide adenylyltransferase 1,64802,1,-0.04239,2.038,0.545,0.8529
GNA15,G protein subunit alpha 15,2769,19,-0.1191,3.851,0.3491,0.774
NA,NA,NA,NA,-0.07835,-6.158,0.4036,0.8125
OR1E1,olfactory receptor family 1 subfamily E member 1,8387,17,-0.1001,-4.946,0.673,0.8985
U2AF1L5,U2 small nuclear RNA auxiliary factor 1-like 5,102724594,21,0.09405,-5.632,0.4852,0.8529
NA,NA,NA,NA,-0.06565,-6.253,0.3954,0.8068
OR10J1,olfactory receptor family 10 subfamily J member 1,26476,1,-0.0953,-6.082,0.4122,0.8185
CDK9,cyclin-dependent kinase 9,1025,9,-0.05286,4.598,0.3072,0.7408
TNFSF13B,tumor necrosis factor superfamily member 13b,10673,13,0.1057,1.875,0.568,0.8575
LOC645553,uncharacterized LOC645553,645553,19,-0.1231,-5.343,0.5443,0.8529
NA,NA,NA,NA,-0.06482,-6.255,0.395,0.8064
KCNJ14,potassium voltage-gated channel subfamily J member 14,3770,19,0.02132,0.876,0.8454,0.9533
MISP,mitotic spindle positioning,126353,19,0.185,2.304,0.496,0.8529
FAM111A,family with sequence similarity 111 member A,63901,11,0.08604,5.895,0.2612,0.6918
TMEM123,transmembrane protein 123,114908,11,-0.1177,7.616,0.2207,0.6437
LCE1E,late cornified envelope 1E,353135,1,0.1446,-5.313,0.5434,0.8529
SYNE3,"spectrin repeat containing, nuclear envelope family member 3",161176,14,-0.1102,2.711,0.4503,0.8399
ZBTB43,zinc finger and BTB domain containing 43,23099,9,-0.06168,3.673,0.3614,0.7827
NA,NA,NA,NA,-0.06371,-6.255,0.3967,0.8074
SPATA45,spermatogenesis associated 45,149643,1,-0.02039,-4.613,0.9058,0.9699
NA,NA,NA,NA,0.02395,1.015,0.789,0.9384
HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase,138050,8,-0.07479,5.556,0.2724,0.7041
FRMD5,FERM domain containing 5,84978,15,0.0477,0.9135,0.8278,0.9492
ZNF2,zinc finger protein 2,7549,2,0.03822,1.915,0.5687,0.8579
LOC440040,"glutamate receptor, metabotropic 5 pseudogene",440040,11,-0.1218,-5.327,0.571,0.8583
ADAL,adenosine deaminase-like,161823,15,0.05325,2.571,0.4702,0.8505
RNU4ATAC,"RNA, U4atac small nuclear (U12-dependent splicing)",100151683,2,-0.08774,2.029,0.5504,0.8529
NA,NA,NA,NA,-0.07326,-6.174,0.4051,0.8136
IL10RA,interleukin 10 receptor subunit alpha,3587,11,-0.2147,6.239,0.2526,0.6829
NA,NA,NA,NA,0.09867,-5.718,0.4699,0.8503
FAM45A,family with sequence similarity 45 member A,404636,10,-0.03531,1.832,0.5838,0.8638
SHPK,sedoheptulokinase,23729,17,0.06647,3.312,0.3912,0.8043
CNGA1,cyclic nucleotide gated channel alpha 1,1259,4,0.2213,2.666,0.4629,0.8464
C8orf34-AS1,C8orf34 antisense RNA 1,286189,8,-0.1548,-5.415,0.5252,0.8529
RFX4,regulatory factor X4,5992,12,0.1226,-5.546,0.5111,0.8529
TYRO3,TYRO3 protein tyrosine kinase,7301,15,0.09759,3.514,0.3734,0.7911
ADAD1,adenosine deaminase domain containing 1,132612,4,0.09842,-5.94,0.43,0.8316
CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,84269,2,-0.006631,0.7967,0.9351,0.9813
LOC101929531,uncharacterized LOC101929531,101929531,2,-0.06319,-6.255,0.3965,0.8073
SNORD78,"small nucleolar RNA, C/D box 78",692198,1,-0.07048,-6.253,0.3971,0.8075
ADAD2,adenosine deaminase domain containing 2,161931,16,-0.07871,-4.937,0.6838,0.9028
AEN,apoptosis enhancing nuclease,64782,15,-0.05741,2.78,0.4461,0.8382
FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene),9103,1,-0.1846,3.588,0.3685,0.7882
NA,NA,NA,NA,-0.06784,-6.224,0.3996,0.8097
GOLGA2P9,golgin A2 pseudogene 9,440518,19,-0.0708,-6.22,0.4007,0.8105
KRTAP4-4,keratin associated protein 4-4,84616,17,-0.06564,-6.253,0.398,0.8082
SNORA10,"small nucleolar RNA, H/ACA box 10",574042,16,-0.01067,0.802,0.9483,0.985
NA,NA,NA,NA,0.01837,0.8363,0.889,0.9646
GREB1,growth regulation by estrogen in breast cancer 1,9687,2,-0.1485,2.26,0.5128,0.8529
NA,NA,NA,NA,-0.06412,-6.255,0.397,0.8074
SFRP4,secreted frizzled-related protein 4,6424,7,-0.4442,4.161,0.3302,0.7585
PMP22,peripheral myelin protein 22,5376,17,-0.1931,5.403,0.2766,0.7081
CALCA,calcitonin related polypeptide alpha,796,11,-0.1205,-5.208,0.6041,0.8682
CAMTA1,calmodulin binding transcription activator 1,23261,1,0.06353,4.129,0.3332,0.7615
NA,NA,NA,NA,-0.1005,-5.092,0.6195,0.8751
GNG8,G protein subunit gamma 8,94235,19,-0.09274,-6.04,0.4183,0.8231
