Symbol,Description,EntrezID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
DAZ3,deleted in azoospermia 3,57054,Y,-0.09946,-6.157,0.8579,0.9525,,,,,,,,,,,
NA,NA,NA,NA,-0.06723,-6.195,0.8579,0.9525,,,,,,,,,,,
FAM19A3,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3",284467,1,-0.0669,-5.357,0.8578,0.9525,,,,,,,,,,,
OR52D1,olfactory receptor family 52 subfamily D member 1,390066,11,-0.09109,-5.931,0.8578,0.9525,,,,,,,,,,,
OR7A17,olfactory receptor family 7 subfamily A member 17,26333,19,-0.07365,-6.186,0.8577,0.9525,,,,,,,,,,,
SCRT2,scratch family zinc finger 2,85508,20,-0.1053,-6.227,0.8577,0.9525,,,,,,,,,,,
SNORA6,"small nucleolar RNA, H/ACA box 6",574040,3,-0.07282,4.279,0.8577,0.9525,,,,,,,,,,,
PCSK2,proprotein convertase subtilisin/kexin type 2,5126,20,-0.07846,-3.928,0.8575,0.9524,,,,,,,,,,,
CST6,cystatin E/M,1474,11,-0.05314,0.285,0.8574,0.9524,,,,,,,,,,,
FFAR3,free fatty acid receptor 3,2865,19,-0.0157,-3.06,0.8574,0.9523,,,,,,,,,,,
PSG4,pregnancy specific beta-1-glycoprotein 4,5672,19,-0.1068,-0.3795,0.8572,0.9522,,,,,,,,,,,
ARL8A,ADP ribosylation factor like GTPase 8A,127829,1,-0.02802,5.418,0.8571,0.9522,,,,,,,,,,,
SNORA27,"small nucleolar RNA, H/ACA box 27",619499,13,-0.04697,4.139,0.8571,0.9522,,,,,,,,,,,
NA,NA,NA,NA,-0.06814,-6.232,0.857,0.9522,,,,,,,,,,,
NA,NA,NA,NA,-0.06715,-6.218,0.8569,0.9521,,,,,,,,,,,
EN1,engrailed homeobox 1,2019,2,-0.06522,-2.399,0.8569,0.9521,,,,,,,,,,,
MIR614,microRNA 614,693199,12,-0.09284,-6.252,0.8568,0.9521,,,,,,,,,,,
NA,NA,NA,NA,-0.09602,-6.261,0.8567,0.9521,,,,,,,,,,,
NA,NA,NA,NA,-0.05232,-3.553,0.8566,0.9521,,,,,,,,,,,
KCNIP2-AS1,KCNIP2 antisense RNA 1,100289509,10,-0.06043,-4.138,0.8563,0.9518,,,,,,,,,,,
ERC1,ELKS/RAB6-interacting/CAST family member 1,23085,12,-0.01084,6.949,0.8561,0.9516,,,,,,,,,,,
ZFAT,zinc finger and AT-hook domain containing,57623,8,-0.00714,3.923,0.856,0.9516,,,,,,,,,,,
LINC01227,long intergenic non-protein coding RNA 1227,101928276,16,-0.07182,-6.246,0.856,0.9515,,,,,,,,,,,
SNORD18B,"small nucleolar RNA, C/D box 18B",595099,15,-0.0889,-6.198,0.8559,0.9515,,,,,,,,,,,
C15orf56,chromosome 15 open reading frame 56,644809,15,-0.05803,-5.977,0.8559,0.9515,,,,,,,,,,,
C14orf93,chromosome 14 open reading frame 93,60686,14,-0.04893,2.481,0.8559,0.9515,,,,,,,,,,,
LOC100190940,uncharacterized LOC100190940,100190940,12,-0.06968,-6.262,0.8558,0.9515,,,,,,,,,,,
PNLIPRP2,pancreatic lipase related protein 2 (gene/pseudogene),5408,10,-0.03823,-5.841,0.8558,0.9515,,,,,,,,,,,
MCU,mitochondrial calcium uniporter,90550,10,-0.03525,4.569,0.8558,0.9515,,,,,,,,,,,
ROM1,retinal outer segment membrane protein 1,6094,11,-0.03744,0.3446,0.8558,0.9515,,,,,,,,,,,
KCNA6,potassium voltage-gated channel subfamily A member 6,3742,12,-0.07018,-3.206,0.8558,0.9515,,,,,,,,,,,
LINC00622,long intergenic non-protein coding RNA 622,644242,1,-0.04527,-6.024,0.8557,0.9515,,,,,,,,,,,
DUSP11,dual specificity phosphatase 11,8446,2,-0.01482,5.074,0.8556,0.9515,,,,,,,,,,,
NA,NA,NA,NA,-0.02294,-5.889,0.8556,0.9515,,,,,,,,,,,
LOC101928307,uncharacterized LOC101928307,101928307,6,-0.06242,-6.171,0.8554,0.9515,,,,,,,,,,,
RHOG,ras homolog family member G,391,11,-0.03236,2.869,0.8552,0.9515,,,,,,,,,,,
OR10G7,olfactory receptor family 10 subfamily G member 7,390265,11,-0.07472,-6.235,0.8552,0.9515,,,,,,,,,,,
CBR3,carbonyl reductase 3,874,21,-0.001494,1.74,0.8551,0.9514,,,,,,,,,,,
POM121L12,POM121 transmembrane nucleoporin like 12,285877,7,-0.09368,-6.219,0.855,0.9514,,,,,,,,,,,
RRBP1,ribosome binding protein 1,6238,20,-0.06651,6.883,0.855,0.9514,,,,,,,,,,,
LINC00968,long intergenic non-protein coding RNA 968,100507632,8,-0.07001,-6.261,0.855,0.9514,,,,,,,,,,,
CYTH4,cytohesin 4,27128,22,-0.0177,3.27,0.8548,0.9513,,,,,,,,,,,
ZNF215,zinc finger protein 215,7762,11,-0.1058,1.885,0.8546,0.9512,,,,,,,,,,,
MAP3K1,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",4214,5,-0.009872,7.566,0.8546,0.9512,,,,,,,,,,,
PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein",55848,9,-0.04386,2.672,0.8544,0.9511,,,,,,,,,,,
GPR65,G protein-coupled receptor 65,8477,14,-0.001469,2.144,0.8543,0.951,,,,,,,,,,,
OSTCP1,oligosaccharyltransferase complex subunit pseudogene 1,202459,6,-0.06504,-4.887,0.8542,0.9509,,,,,,,,,,,
NUDT3,nudix hydrolase 3,11165,6,-0.01926,2.421,0.854,0.9508,,,,,,,,,,,
GPR18,G protein-coupled receptor 18,2841,13,-0.0401,-1.886,0.854,0.9508,,,,,,,,,,,
ID2,"inhibitor of DNA binding 2, HLH protein",3398,2,-0.03099,5.082,0.8539,0.9508,,,,,,,,,,,
POMZP3,POM121 and ZP3 fusion,22932,7,-0.0611,2.919,0.8538,0.9507,,,,,,,,,,,
MMP23B,matrix metallopeptidase 23B,8510,1,-0.0801,-2.016,0.8537,0.9507,,,,,,,,,,,
UBXN7-AS1,UBXN7 antisense RNA 1,100874034,3,-0.03709,-5.467,0.8537,0.9507,,,,,,,,,,,
ANKK1,ankyrin repeat and kinase domain containing 1,255239,11,-0.07632,-0.6686,0.8536,0.9507,,,,,,,,,,,
NA,NA,NA,NA,-0.07065,-5.731,0.8533,0.9506,,,,,,,,,,,
RNU1-3,"RNA, U1 small nuclear 3",26869,1,-0.09663,-6.261,0.853,0.9503,,,,,,,,,,,
MYO18A,myosin XVIIIA,399687,17,-0.03492,6.651,0.853,0.9503,,,,,,,,,,,
C6orf201,chromosome 6 open reading frame 201,404220,6,-0.04877,-5.891,0.853,0.9503,,,,,,,,,,,
PROM2,prominin 2,150696,2,-0.02623,6.256,0.8528,0.9503,,,,,,,,,,,
IGHMBP2,immunoglobulin mu binding protein 2,3508,11,-0.01107,5.553,0.8528,0.9503,,,,,,,,,,,
CTNNA2,catenin alpha 2,1496,2,-0.02034,-5.029,0.8527,0.9503,,,,,,,,,,,
MYH10,"myosin, heavy chain 10, non-muscle",4628,17,-0.03718,7.171,0.8526,0.9503,,,,,,,,,,,
RIPPLY3,ripply transcriptional repressor 3,53820,21,-0.00238,-0.6326,0.8526,0.9503,,,,,,,,,,,
ADCY8,adenylate cyclase 8 (brain),114,8,-0.0648,-5.179,0.8526,0.9503,,,,,,,,,,,
NA,NA,NA,NA,-0.09234,-6.255,0.8525,0.9503,,,,,,,,,,,
LOC645188,uncharacterized LOC645188,645188,X,-0.05462,-6,0.8525,0.9503,,,,,,,,,,,
NA,NA,NA,NA,-0.04843,-5.574,0.8524,0.9503,,,,,,,,,,,
CXorf65,chromosome X open reading frame 65,158830,X,-0.00705,-2.238,0.8523,0.9502,,,,,,,,,,,
CDCP2,CUB domain containing protein 2,200008,1,-0.04976,-4.587,0.8522,0.9502,,,,,,,,,,,
LOC101927132,uncharacterized LOC101927132,101927132,16,-0.07129,-6.272,0.8521,0.9501,,,,,,,,,,,
GNB4,G protein subunit beta 4,59345,3,-0.07238,4.123,0.8521,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.06765,-6.215,0.8521,0.9501,,,,,,,,,,,
SMG1P1,SMG1 pseudogene 1,641298,16,-0.02654,0.7735,0.852,0.9501,,,,,,,,,,,
TMEM9,transmembrane protein 9,252839,1,-0.03088,3.364,0.8519,0.9501,,,,,,,,,,,
CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,1135,8,-0.07662,-5.391,0.8519,0.9501,,,,,,,,,,,
LOC101929448,uncharacterized LOC101929448,101929448,4,-0.07642,-6.249,0.8519,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.07208,-6.272,0.8518,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.08717,-6.117,0.8518,0.9501,,,,,,,,,,,
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,11093,9,-0.04043,3.284,0.8518,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.07915,-6.266,0.8517,0.9501,,,,,,,,,,,
LOC389199,uncharacterized LOC389199,389199,4,-0.05974,-6.212,0.8517,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.05296,-5.914,0.8517,0.9501,,,,,,,,,,,
OR10W1,olfactory receptor family 10 subfamily W member 1,81341,11,-0.1024,-6.043,0.8517,0.9501,,,,,,,,,,,
MUC20,"mucin 20, cell surface associated",200958,3,-0.0155,5.466,0.8516,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.07368,-6.264,0.8515,0.9501,,,,,,,,,,,
PLXNA2,plexin A2,5362,1,-0.03805,6.273,0.8515,0.9501,,,,,,,,,,,
AHR,aryl hydrocarbon receptor,196,7,-0.001159,9.02,0.8514,0.9501,,,,,,,,,,,
PGPEP1L,pyroglutamyl-peptidase I-like,145814,15,-0.0604,-4.825,0.8513,0.9501,,,,,,,,,,,
GPHB5,glycoprotein hormone beta 5,122876,14,-0.08272,-6.223,0.8513,0.9501,,,,,,,,,,,
SNORA35,"small nucleolar RNA, H/ACA box 35",677816,X,-0.1001,-6.221,0.8513,0.9501,,,,,,,,,,,
SLC6A17,solute carrier family 6 member 17,388662,1,-0.0372,-2.725,0.8513,0.9501,,,,,,,,,,,
LANCL1,LanC like 1,10314,2,-0.02635,4.978,0.8512,0.9501,,,,,,,,,,,
SNORD115-34,"small nucleolar RNA, C/D box 115-34",100033808,15,-0.06928,-6.159,0.8512,0.9501,,,,,,,,,,,
LINC01558,long intergenic non-protein coding RNA 1558,26238,6,-0.1012,-4.805,0.8512,0.9501,,,,,,,,,,,
FAM214B,family with sequence similarity 214 member B,80256,9,-0.06343,1.765,0.8511,0.9501,,,,,,,,,,,
SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,92369,3,-0.1175,-5.167,0.8511,0.9501,,,,,,,,,,,
TMEM219,transmembrane protein 219,124446,16,-0.02944,5.329,0.8511,0.9501,,,,,,,,,,,
MTRNR2L3,MT-RNR2-like 3,100462983,20,-0.09172,-6.232,0.8511,0.9501,,,,,,,,,,,
RAB35,"RAB35, member RAS oncogene family",11021,12,-0.007481,4.65,0.8511,0.9501,,,,,,,,,,,
LOC284648,uncharacterized LOC284648,284648,1,-0.09192,-6.209,0.851,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.09188,-6.25,0.851,0.9501,,,,,,,,,,,
OR6B1,olfactory receptor family 6 subfamily B member 1,135946,7,-0.09663,-6.143,0.8509,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.08907,-6.178,0.8509,0.9501,,,,,,,,,,,
KDM5C,lysine demethylase 5C,8242,X,-0.03467,7.85,0.8508,0.9501,,,,,,,,,,,
LMOD2,leiomodin 2,442721,7,-0.05237,-5.781,0.8507,0.9501,,,,,,,,,,,
PANO1,proapoptotic nucleolar protein 1,101927423,11,-0.06702,-6.183,0.8507,0.9501,,,,,,,,,,,
ANXA2R,annexin A2 receptor,389289,5,-0.08599,-0.7326,0.8506,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.0683,-6.241,0.8506,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.05507,-6.063,0.8505,0.9501,,,,,,,,,,,
SNORD115-3,"small nucleolar RNA, C/D box 115-3",100033440,15,-0.07873,-6.083,0.8504,0.9501,,,,,,,,,,,
NA,NA,NA,NA,-0.07535,-6.272,0.8504,0.9501,,,,,,,,,,,
DBX1,developing brain homeobox 1,120237,11,-0.08105,-6.178,0.8502,0.95,,,,,,,,,,,
LINC01429,long intergenic non-protein coding RNA 1429,101927678,20,-0.07234,-5.898,0.8501,0.95,,,,,,,,,,,
AADACP1,arylacetamide deacetylase pseudogene 1,201651,3,-0.08824,-5.91,0.8499,0.9499,,,,,,,,,,,
KRTAP13-4,keratin associated protein 13-4,284827,21,-0.07207,-6.272,0.8498,0.9498,,,,,,,,,,,
NA,NA,NA,NA,-0.0713,-6.272,0.8495,0.9495,,,,,,,,,,,
DFFB,DNA fragmentation factor subunit beta,1677,1,-0.01255,2.566,0.8495,0.9495,,,,,,,,,,,
ZNF112,zinc finger protein 112,7771,19,-0.007897,4.405,0.8493,0.9495,,,,,,,,,,,
MCM9,minichromosome maintenance 9 homologous recombination repair factor,254394,6,-0.003002,4.534,0.8493,0.9495,,,,,,,,,,,
TXNDC11,thioredoxin domain containing 11,51061,16,-0.02101,5.991,0.8491,0.9493,,,,,,,,,,,
LOC389332,uncharacterized LOC389332,389332,5,-0.0873,-5.672,0.8491,0.9493,,,,,,,,,,,
SLC25A20,solute carrier family 25 member 20,788,3,-0.04286,3.669,0.8489,0.9492,,,,,,,,,,,
POU1F1,POU class 1 homeobox 1,5449,3,-0.07413,-5.663,0.8488,0.9492,,,,,,,,,,,
NA,NA,NA,NA,-0.07578,-6.092,0.8488,0.9492,,,,,,,,,,,
CCDC71L,coiled-coil domain containing 71-like,168455,7,-0.1503,0.08903,0.8488,0.9492,,,,,,,,,,,
MDC1,mediator of DNA damage checkpoint 1,9656,6,-0.003146,6.575,0.8487,0.9491,,,,,,,,,,,
NA,NA,NA,NA,-0.07076,-6.264,0.8486,0.9491,,,,,,,,,,,
OR51G2,olfactory receptor family 51 subfamily G member 2,81282,11,-0.09515,-6.238,0.8485,0.9491,,,,,,,,,,,
CCDC187,coiled-coil domain containing 187,399693,9,-0.07313,-6.121,0.8484,0.949,,,,,,,,,,,
NFE2,"nuclear factor, erythroid 2",4778,12,-0.08371,-2.355,0.8484,0.949,,,,,,,,,,,
VSIG4,V-set and immunoglobulin domain containing 4,11326,X,-0.07376,3.751,0.8482,0.9489,,,,,,,,,,,
PLCZ1,phospholipase C zeta 1,89869,12,-0.06424,-5.357,0.8482,0.9489,,,,,,,,,,,
SPTBN4,"spectrin beta, non-erythrocytic 4",57731,19,-0.01097,-0.7393,0.8482,0.9489,,,,,,,,,,,
CR2,complement component 3d receptor 2,1380,1,-0.1441,1.094,0.8481,0.9489,,,,,,,,,,,
SLC39A12-AS1,SLC39A12 antisense RNA 1,100129213,10,-0.07233,-6.278,0.848,0.9489,,,,,,,,,,,
RNF152,ring finger protein 152,220441,18,-0.05679,0.6051,0.848,0.9489,,,,,,,,,,,
NA,NA,NA,NA,-0.08176,-5.351,0.8479,0.9489,,,,,,,,,,,
PTPRJ,"protein tyrosine phosphatase, receptor type J",5795,11,-0.02369,6.092,0.8477,0.9489,,,,,,,,,,,
NA,NA,NA,NA,-0.06974,-6.167,0.8477,0.9489,,,,,,,,,,,
SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1-like,23384,22,-0.006607,-2.123,0.8477,0.9489,,,,,,,,,,,
NA,NA,NA,NA,-0.07105,-6.266,0.8477,0.9489,,,,,,,,,,,
NA,NA,NA,NA,-0.08932,-6.232,0.8476,0.9489,,,,,,,,,,,
SGF29,SAGA complex associated factor 29,112869,16,-0.002709,3.408,0.8476,0.9489,,,,,,,,,,,
PTCSC3,papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding),100886964,14,-0.07009,-6.249,0.8475,0.9488,,,,,,,,,,,
DIO1,"deiodinase, iodothyronine, type I",1733,1,-0.0006152,-3.852,0.8474,0.9488,,,,,,,,,,,
IFT46,intraflagellar transport 46,56912,11,-0.02908,3.85,0.8472,0.9488,,,,,,,,,,,
HIST2H2BC,"histone cluster 2, H2bc (pseudogene)",337873,1,-0.01036,-3.474,0.847,0.9485,,,,,,,,,,,
WFDC6,WAP four-disulfide core domain 6,140870,20,-0.06701,-5.94,0.8469,0.9485,,,,,,,,,,,
SCOC,short coiled-coil protein,60592,4,-0.04121,3.859,0.8467,0.9484,,,,,,,,,,,
ISY1,ISY1 splicing factor homolog,57461,3,-0.08088,-1.544,0.8467,0.9484,,,,,,,,,,,
KCNA4,potassium voltage-gated channel subfamily A member 4,3739,11,-0.1226,-5.36,0.8467,0.9484,,,,,,,,,,,
LOC643923,uncharacterized LOC643923,643923,11,-0.09113,-6.238,0.8467,0.9484,,,,,,,,,,,
NA,NA,NA,NA,-0.1004,-6.255,0.8467,0.9484,,,,,,,,,,,
DYNAP,dynactin associated protein,284254,18,-0.06615,-6.08,0.8464,0.9483,,,,,,,,,,,
CYP17A1-AS1,CYP17A1 antisense RNA 1,102724307,10,-0.08726,-6.191,0.8463,0.9483,,,,,,,,,,,
NA,NA,NA,NA,-0.08945,-6.224,0.8462,0.9483,,,,,,,,,,,
PRH2,proline-rich protein HaeIII subfamily 2,5555,12,-0.1137,-4.758,0.846,0.9481,,,,,,,,,,,
SNX20,sorting nexin 20,124460,16,-0.01919,-1.394,0.8458,0.9479,,,,,,,,,,,
NA,NA,NA,NA,-0.08149,-6.097,0.8457,0.9478,,,,,,,,,,,
LOC100130331,"POTE ankyrin domain family, member F pseudogene",100130331,1,-0.05431,-2.502,0.8456,0.9478,,,,,,,,,,,
SESN2,sestrin 2,83667,1,-0.02805,2.515,0.8456,0.9478,,,,,,,,,,,
SNORD115-25,"small nucleolar RNA, C/D box 115-25",100033801,15,-0.0713,-6.272,0.8455,0.9478,,,,,,,,,,,
MXI1,"MAX interactor 1, dimerization protein",4601,10,-0.01103,4.102,0.8455,0.9478,,,,,,,,,,,
NRM,nurim (nuclear envelope membrane protein),11270,6,-0.0431,1.74,0.8455,0.9478,,,,,,,,,,,
NA,NA,NA,NA,-0.07233,-6.278,0.8455,0.9478,,,,,,,,,,,
OR6N2,olfactory receptor family 6 subfamily N member 2,81442,1,-0.04442,-6.012,0.8454,0.9478,,,,,,,,,,,
ZNF257,zinc finger protein 257,113835,19,-0.02713,3.883,0.8453,0.9478,,,,,,,,,,,
KLHDC9,kelch domain containing 9,126823,1,-0.00798,0.5397,0.8452,0.9478,,,,,,,,,,,
SCT,secretin,6343,11,-0.09498,-4.784,0.8452,0.9478,,,,,,,,,,,
POU5F1B,POU class 5 homeobox 1B,5462,8,-0.05109,-0.5474,0.8451,0.9478,,,,,,,,,,,
LOC101927543,uncharacterized LOC101927543,101927543,8,-0.07233,-6.278,0.8451,0.9478,,,,,,,,,,,
NA,NA,NA,NA,-0.07837,-6.266,0.845,0.9478,,,,,,,,,,,
GNAT3,G protein subunit alpha transducin 3,346562,7,-0.09792,-4.694,0.8449,0.9477,,,,,,,,,,,
NA,NA,NA,NA,-0.07127,-6.213,0.8448,0.9477,,,,,,,,,,,
SPATA31D1,"SPATA31 subfamily D, member 1",389763,9,-0.1185,-5.359,0.8448,0.9477,,,,,,,,,,,
EPPIN-WFDC6,EPPIN-WFDC6 readthrough,100526773,20,-0.06286,-6.012,0.8446,0.9476,,,,,,,,,,,
C20orf85,chromosome 20 open reading frame 85,128602,20,-0.1084,-5.983,0.8446,0.9476,,,,,,,,,,,
HS1BP3-IT1,HS1BP3 intronic transcript 1,100874343,2,-0.07472,-6.258,0.8445,0.9475,,,,,,,,,,,
FAM109A,family with sequence similarity 109 member A,144717,12,-0.03494,0.4664,0.8444,0.9474,,,,,,,,,,,
LINC00487,long intergenic non-protein coding RNA 487,400941,2,-0.09516,-6.221,0.8442,0.9473,,,,,,,,,,,
C6orf141,chromosome 6 open reading frame 141,135398,6,-0.04385,-2.215,0.8442,0.9473,,,,,,,,,,,
PRAMEF15,PRAME family member 15,653619,1,-0.06451,-6.194,0.8442,0.9473,,,,,,,,,,,
LINC01485,long intergenic non-protein coding RNA 1485,101928154,5,-0.09567,-6.249,0.8439,0.9471,,,,,,,,,,,
DHRS9,dehydrogenase/reductase (SDR family) member 9,10170,2,-0.02439,0.721,0.8438,0.947,,,,,,,,,,,
CAMKK1,calcium/calmodulin-dependent protein kinase kinase 1,84254,17,-0.01093,2.22,0.8438,0.947,,,,,,,,,,,
NA,NA,NA,NA,-0.09215,-6.246,0.8438,0.947,,,,,,,,,,,
NA,NA,NA,NA,-0.02885,-5.505,0.8438,0.947,,,,,,,,,,,
ROPN1,rhophilin associated tail protein 1,54763,3,-0.08527,-5.982,0.8437,0.947,,,,,,,,,,,
RAP2C-AS1,RAP2C antisense RNA 1,101928578,X,-0.01957,-5.605,0.8436,0.947,,,,,,,,,,,
NA,NA,NA,NA,-0.09474,-5.782,0.8436,0.947,,,,,,,,,,,
NA,NA,NA,NA,-0.08133,-5.761,0.8436,0.947,,,,,,,,,,,
ERMARD,ER membrane-associated RNA degradation,55780,6,-0.01287,4.993,0.8434,0.9469,,,,,,,,,,,
C1orf100,chromosome 1 open reading frame 100,200159,1,-0.06493,-6.192,0.8434,0.9469,,,,,,,,,,,
C8orf87,chromosome 8 open reading frame 87,389676,8,-0.04746,-5.878,0.8434,0.9469,,,,,,,,,,,
NA,NA,NA,NA,-0.1016,-6.18,0.8434,0.9469,,,,,,,,,,,
NA,NA,NA,NA,-0.08087,-5.808,0.8433,0.9469,,,,,,,,,,,
JAK3,Janus kinase 3,3718,19,-0.08015,4.79,0.8433,0.9469,,,,,,,,,,,
C3orf79,chromosome 3 open reading frame 79,152118,3,-0.085,-6.156,0.8431,0.9469,,,,,,,,,,,
NODAL,nodal growth differentiation factor,4838,10,-0.02586,-5.138,0.8429,0.9467,,,,,,,,,,,
OR1J1,olfactory receptor family 1 subfamily J member 1,347168,9,-0.09757,-6.159,0.8427,0.9466,,,,,,,,,,,
NA,NA,NA,NA,-0.09098,-6.195,0.8426,0.9465,,,,,,,,,,,
KSR1,kinase suppressor of ras 1,8844,17,-0.01072,4.669,0.8426,0.9465,,,,,,,,,,,
NA,NA,NA,NA,-0.07752,-6.223,0.8425,0.9465,,,,,,,,,,,
GOLGA8H,golgin A8 family member H,728498,15,-0.07653,0.09051,0.8424,0.9465,,,,,,,,,,,
KIF2B,kinesin family member 2B,84643,17,-0.05163,-6.056,0.8423,0.9465,,,,,,,,,,,
OR8H3,olfactory receptor family 8 subfamily H member 3,390152,11,-0.1069,-6.195,0.8422,0.9464,,,,,,,,,,,
OSGIN1,oxidative stress induced growth inhibitor 1,29948,16,-0.05712,0.4224,0.8419,0.9461,,,,,,,,,,,
OR4K14,olfactory receptor family 4 subfamily K member 14,122740,14,-0.0582,-6.212,0.8418,0.946,,,,,,,,,,,
COL6A5,collagen type VI alpha 5,256076,3,-0.03874,0.7225,0.8418,0.946,,,,,,,,,,,
CYB561A3,cytochrome b561 family member A3,220002,11,-0.02627,3.389,0.8417,0.946,,,,,,,,,,,
NA,NA,NA,NA,-0.1008,-6.19,0.8416,0.9459,,,,,,,,,,,
NA,NA,NA,NA,-0.09181,-6.211,0.8416,0.9459,,,,,,,,,,,
NA,NA,NA,NA,-0.03725,-2.253,0.8415,0.9459,,,,,,,,,,,
SPEM1,spermatid maturation 1,374768,17,-0.01401,-5.571,0.8414,0.9459,,,,,,,,,,,
RFPL1S,RFPL1 antisense RNA 1,10740,22,-0.1214,-3.551,0.8413,0.9459,,,,,,,,,,,
NA,NA,NA,NA,-0.1059,-6.203,0.8412,0.9458,,,,,,,,,,,
PRKCDBP,protein kinase C delta binding protein,112464,11,-0.06707,-2.283,0.8411,0.9457,,,,,,,,,,,
NA,NA,NA,NA,-0.09779,-6.203,0.8409,0.9456,,,,,,,,,,,
NA,NA,NA,NA,-0.07077,-5.786,0.8409,0.9455,,,,,,,,,,,
GSG1L2,GSG1-like 2,644070,17,-0.07765,-6.209,0.8404,0.9451,,,,,,,,,,,
FEV,"FEV, ETS transcription factor",54738,2,-0.09068,-6.235,0.8403,0.9451,,,,,,,,,,,
HOXB-AS3,HOXB cluster antisense RNA 3,404266,17,-0.09354,-3.85,0.8399,0.9447,,,,,,,,,,,
MOGAT3,monoacylglycerol O-acyltransferase 3,346606,7,-0.1063,-5.903,0.8398,0.9447,,,,,,,,,,,
CCAT1,colon cancer associated transcript 1 (non-protein coding),100507056,8,-0.1112,-5.502,0.8397,0.9446,,,,,,,,,,,
NA,NA,NA,NA,-0.06572,-6.233,0.8396,0.9446,,,,,,,,,,,
RNF151,ring finger protein 151,146310,16,-0.0701,-5.741,0.8395,0.9445,,,,,,,,,,,
NA,NA,NA,NA,-0.08876,-6.099,0.8395,0.9445,,,,,,,,,,,
SPDYE7P,"speedy/RINGO cell cycle regulator family member E7, pseudogene",441251,7,-0.09794,-6.089,0.8394,0.9445,,,,,,,,,,,
NHLH2,nescient helix-loop-helix 2,4808,1,-0.06899,-5.69,0.8393,0.9444,,,,,,,,,,,
CILP2,cartilage intermediate layer protein 2,148113,19,-0.02757,-0.4877,0.8392,0.9443,,,,,,,,,,,
LOC654841,uncharacterized LOC654841,654841,2,-0.06457,-6.195,0.8392,0.9443,,,,,,,,,,,
NA,NA,NA,NA,-0.07529,-6.262,0.8391,0.9443,,,,,,,,,,,
C5orf49,chromosome 5 open reading frame 49,134121,5,-0.09745,-4.254,0.8388,0.9441,,,,,,,,,,,
KLK15,kallikrein related peptidase 15,55554,19,-0.09761,-6.127,0.8388,0.9441,,,,,,,,,,,
SOX13,SRY-box 13,9580,1,-0.03808,4.807,0.8384,0.9439,,,,,,,,,,,
PNMA6A,paraneoplastic Ma antigen family member 6A,84968,X,-0.03571,-5.488,0.8383,0.9439,,,,,,,,,,,
C3orf49,chromosome 3 open reading frame 49,132200,3,-0.07581,-6.218,0.8382,0.9439,,,,,,,,,,,
OR2F2,olfactory receptor family 2 subfamily F member 2,135948,7,-0.09609,-5.928,0.838,0.9437,,,,,,,,,,,
LOC101928188,uncharacterized LOC101928188,101928188,16,-0.104,-5.711,0.8376,0.9434,,,,,,,,,,,
C17orf75,chromosome 17 open reading frame 75,64149,17,-0.001502,3.742,0.8376,0.9434,,,,,,,,,,,
ZYX,zyxin,7791,7,-0.009784,6.013,0.8373,0.9432,,,,,,,,,,,
WDR45,WD repeat domain 45,11152,X,-0.0001692,4.611,0.8373,0.9432,,,,,,,,,,,
LOC101928247,uncharacterized LOC101928247,101928247,5,-0.06738,-6.238,0.8373,0.9432,,,,,,,,,,,
NA,NA,NA,NA,-0.0331,-5.859,0.8372,0.9432,,,,,,,,,,,
NOG,noggin,9241,17,-0.07338,-2.612,0.8372,0.9432,,,,,,,,,,,
NA,NA,NA,NA,-0.0104,-2.349,0.8369,0.9431,,,,,,,,,,,
UCN,urocortin,7349,2,-0.06938,-3.822,0.8368,0.943,,,,,,,,,,,
MIR616,microRNA 616,693201,12,-0.07958,-6.267,0.8367,0.943,,,,,,,,,,,
HBZ,hemoglobin subunit zeta,3050,16,-0.06006,-6.22,0.8367,0.943,,,,,,,,,,,
MIR569,microRNA 569,693154,3,-0.07018,-6.272,0.8366,0.943,,,,,,,,,,,
KCNH3,potassium voltage-gated channel subfamily H member 3,23416,12,-0.003748,-2.736,0.8365,0.943,,,,,,,,,,,
KRT24,keratin 24,192666,17,-0.003145,-3.736,0.8364,0.9429,,,,,,,,,,,
MIR650,microRNA 650,723778,22,-0.1513,-4.19,0.8364,0.9429,,,,,,,,,,,
PRX,periaxin,57716,19,-0.06129,3.804,0.8364,0.9429,,,,,,,,,,,
